耀,羽
蘄,艹
涉,氵
谈,讠
伊,亻
預,页
亟,二
洞,氵
咣,口
猢,犭
媧,女
礦,石
悫,心
缪,纟
河,氵
临,丨
犷,犭
鄶,阝
吸,口
碻,石
娼,女
线,纟
晄,日
談,讠
反,又
牌,片
雏,隹
姑,女
硐,石
鳓,鱼
織,纟
遠,辶
卢,卜
知,矢
除,阝
緩,纟
彪,彡
觱,角
歲,山
闹,门
壻,女
鯽,鱼
廿,廾
覆,覀
辊,车
劌,刂
閎,门
鮒,鱼
应,广
蠛,虫
檜,木
踟,足
儡,亻
皤,白
崩,山
芬,艹
冶,冫
钸,钅
骼,骨
赉,贝
鍍,钅
饑,饣
臖,月
湟,氵
跞,足
瑣,王
鏢,钅
囤,囗
峨,山
括,扌
虯,虫
棰,木
豳,豕
併,干
滴,氵
须,页
孽,子
鹿,鹿
沉,氵
贈,贝
上,一
犍,牜
后,口
碑,石
餐,飠
怖,忄
蒙,艹
邡,阝
砦,石
鲩,鱼
憫,忄
枯,木
萮,艹
伴,亻
玷,王
逶,辶
离,忄
羿,羽
鰾,鱼
浈,氵
釋,采
壑,土
祐,礻
鷓,鸟
罔,网
蕘,艹
櫝,木
譜,讠
盥,皿
裱,衤
号,口
灶,火
铹,钅
姻,女
忿,心
节,艹
躊,足
厌,厂
钎,钅
妐,女
紓,纟
骒,马
茗,艹
輟,车
倡,亻
熠,火
锣,钅
瞤,目
鬧,门
傶,亻
琹,王
稽,禾
拂,扌
豉,豆
克,十
鉍,钅
坏,土
鹕,鸟
胖,月
賞,贝
几,几
埤,土
筧,竹
巨,工
腫,月
黪,黑
蝯,犭
赳,走
篼,竹
齿,齿
舀,臼
萄,艹
澉,氵
騐,马
挖,扌
嚣,口
閥,门
符,竹
披,扌
蜮,虫
褲,衤
炷,火
窻,穴
锺,钅
鼾,鼻
所,户
蛃,虫
摄,扌
鋋,釒
凍,冫
灌,氵
穐,禾
柙,木
佞,亻
兢,儿
鑤,刂
学,子
翩,羽
鹨,鸟
臭,自
诱,讠
仳,亻
践,足
嫻,女
畺,田
罾,罒
昃,日
膂,月
标,木
予,亅
越,走
傌,亻
琏,王
馒,饣
岔,山
耗,耒
暘,日
訛,讠
谟,讠
匡,匚
弩,弓
纨,纟
肬,疒
誰,讠
洵,氵
貴,贝
厶,厶
隸,隶
礽,礻
颼,风
懂,忄
毆,殳
轉,车
剋,十
配,酉
魑,鬼
秒,禾
鵕,鳥
菖,艹
橛,木
江,氵
连,辶
癣,疒
廨,广
艫,舟
鷪,艹
惬,忄
遷,辶
相,目
驻,马
好,女
鱿,鱼
撅,扌
蔄,艹
溉,氵
嘎,口
窑,穴
鬐,髟
粕,米
或,戈
垣,土
钥,钅
麩,麦
簪,竹
斯,斤
澳,氵
蠲,虫
鐺,钅
夼,大
綿,纟
鸾,鸟
觇,见
仉,亻
煌,火
筐,竹
曙,日
襜,衤
乞,乙
狡,犭
偢,亻
镤,钅
婦,女
绩,纟
胭,月
普,日
諱,讠
俳,亻
雹,雨
寻,寸
飽,饣
繾,纟
會,人
椇,木
誆,讠
侈,亻
猋,犬
貊,豸
册,丿
甏,瓦
階,阝
缓,纟
嶔,山
枘,木
講,讠
榜,木
负,贝
吥,口
疤,疒
餧,口
樱,木
记,讠
趴,足
庾,广
葅,艹
蹉,足
卋,一
泊,氵
遍,辶
問,门
盎,皿
当,彐
歛,攵
叠,又
督,目
郢,阝
嗤,口
祧,礻
髦,髟
荫,艹
轳,车
酷,酉
矸,石
舄,臼
榉,木
瞍,目
阌,门
綑,扌
鰐,鱼
箕,竹
攖,扌
挚,手
傣,亻
眢,目
座,广
笪,竹
梳,木
皷,鼓
锶,钅
倸,目
帼,巾
窿,穴
餾,饣
摀,扌
胃,月
案,木
铋,钅
癌,疒
鋏,钅
飓,风
聘,耳
鑠,钅
坢,土
珥,王
鉤,钅
秩,禾
孪,子
慮,虍
潲,氵
诵,讠
當,彐
釹,钅
峻,山
獺,犭
怃,忄
螂,虫
變,又
嚌,口
岐,山
谛,讠
溜,氵
訟,讠
璠,王
連,辶
鸧,鸟
天,大
札,木
蚬,虫
洱,氵
欵,欠
邸,阝
妾,女
蕁,艹
乇,丿
淆,氵
呋,口
燎,火
鵑,鸟
習,乙
晗,日
汛,氵
機,木
觞,角
灣,氵
勤,力
鷦,鸟
葫,艹
鯪,鱼
曬,日
良,艮
泰,水
陷,阝
兹,丷
综,纟
驿,马
蔀,艹
茄,艹
粑,米
窕,穴
戚,戈
钡,钅
瘢,疒
銥,钅
徧,彳
簦,竹
斫,斤
耮,耒
綻,纟
鈺,钅
弼,弓
頾,髟
臃,月
捄,攵
过,辶
闋,门
結,纟
答,竹
腘,月
噢,口
鍤,钅
屦,尸
饨,饣
婪,女
蛭,虫
執,扌
瑶,王
牺,牜
黽,黾
寿,寸
蚂,虫
誊,言
垌,土
礓,石
麒,鹿
蜗,虫
贛,贝
丝,一
澜,氵
吡,口
疠,疒
鄣,阝
昭,日
螬,虫
亲,亠
樵,木
讴,讠
瀹,氵
總,心
墾,土
佇,亻
降,阝
协,十
鱑,魚
绒,纟
驕,马
蓖,艹
浛,氵
俜,亻
歟,欠
離,忄
古,口
姨,女
蕫,艹
柬,木
药,艹
幽,幺
翼,羽
魿,魚
极,木
耄,耂
殉,歹
計,讠
羑,羊
鸐,鳥
禕,礻
莙,艹
些,二
愚,心
劣,力
缦,纟
暫,日
礪,石
悯,忄
丰,丨
檳,木
贲,贝
券,刀
鄺,阝
尼,尸
鬾,鬼
資,贝
橈,木
嗍,口
郏,阝
忑,心
髓,骨
揙,扌
艘,舟
淝,氵
燥,火
彦,彡
篩,竹
奪,大
藭,艹
据,扌
觵,角
鏹,钅
煺,火
签,竹
氇,毛
辆,车
瘋,疒
和,口
瀏,氵
庐,广
折,扌
蠟,虫
鈣,钅
炤,灬
鰧,艹
窨,穴
蒬,艹
漱,氵
猹,犭
鲼,鱼
宾,宀
槊,木
镍,钅
偏,亻
珎,王
齑,齐
婓,女
緒,纟
饕,飠
湛,氵
臚,月
诞,讠
因,囗
虫,虫
聯,耳
詳,讠
鑷,钅
卹,忄
狸,犭
顿,页
暁,日
蜀,虫
檉,木
锌,钅
刎,刂
鼐,鼎
餔,飠
芙,艹
供,亻
貝,贝
樞,木
厣,厂
琢,王
嶧,山
枫,木
憯,忄
估,亻
殳,殳
谲,讠
阶,阝
騾,马
杀,木
韋,韦
响,口
界,田
量,里
廑,广
罐,缶
壕,土
拙,扌
泝,氵
赜,贝
靠,非
呢,口
酤,酉
魨,魚
扮,扌
汲,氵
裵,衣
嗷,口
鋹,釒
忻,忄
姿,女
蒂,艹
洇,氵
看,目
銎,金
徐,彳
鲒,鱼
蔗,艹
掘,扌
輛,车
瞠,目
倥,亻
娩,女
箨,竹
搭,扌
辰,辰
嚶,口
爹,父
鎸,钅
傺,亻
簽,竹
鶼,鸟
媾,女
擂,扌
狎,犭
鹑,鸟
孓,子
糒,米
敗,贝
潛,氵
胚,月
諞,讠
埠,土
铢,钅
凤,几
黦,黑
寨,宀
飪,饣
旬,日
腯,月
乱,乙
濰,氵
長,长
剹,戈
緼,纟
饿,饣
箍,竹
崎,山
逐,辶
阔,门
趙,走
漚,氵
莝,艹
岣,山
焦,灬
閩,门
梫,木
溯,氵
贮,贝
撳,扌
茲,艹
尸,尸
鼺,鼠
刼,力
皿,皿
锾,钅
桀,木
賃,贝
俅,亻
湄,氵
苇,艹
摈,扌
寍,宀
穌,禾
黏,黍
凑,冫
埕,土
癔,疒
淙,氵
佚,亻
孢,子
翥,羽
鹤,鸟
坪,土
语,讠
浮,氵
僻,亻
鏽,钅
囿,囗
鎒,耒
沘,氵
弥,弓
纤,纟
鈧,钅
璨,王
説,讠
朵,木
蚴,虫
紹,纟
鲸,鱼
銼,钅
喾,口
襁,衤
毂,殳
轅,车
懆,忄
蕉,艹
塋,艹
柊,木
魍,鬼
酑,酉
呓,口
觖,角
晟,日
壠,土
鯢,鱼
牧,牜
哨,口
衫,衤
韪,韦
櫬,木
蹯,足
惰,忄
葳,艹
更,曰
驷,马
糸,糸
狼,犭
陿,犭
梁,木
溅,氵
窍,穴
導,寸
划,刂
皕,白
栖,木
渚,氵
芝,艹
搞,扌
颡,页
钩,钅
榫,木
瘪,疒
谮,讠
鸺,鸟
瞿,目
鐾,金
跃,足
仅,亻
潄,氵
菇,艹
效,攵
筌,竹
僑,亻
赘,贝
荜,艹
婢,女
绥,纟
镨,钅
噪,口
諭,讠
俯,亻
胱,月
硶,石
击,凵
瑾,王
侄,亻
指,扌
肆,聿
蚊,虫
完,宀
缏,纟
鲎,鱼
冐,冂
謗,讠
脛,月
堡,土
鴣,鸟
帥,巾
群,羊
吩,口
怱,勹
昵,日
爽,爻
櫂,木
蹅,足
惆,忄
葉,口
奋,大
驍,马
遑,辶
啓,口
狒,犭
陕,阝
束,木
絣,糹
忤,忄
獧,犭
郦,阝
嗨,口
雪,雨
软,车
柴,木
魷,鱼
屹,山
剽,刂
殁,歹
言,言
涅,氵
谄,讠
枉,木
禍,礻
頌,页
玑,王
鈐,钅
儒,亻
疕,疒
鐔,钅
欖,木
辙,车
洚,氵
膝,月
鮡,魚
鶥,鸟
傧,亻
鞩,革
檫,木
甪,用
脲,月
常,巾
值,亻
璿,王
霾,雨
髋,骨
姍,女
硌,石
鳏,鱼
发,又
懝,扌
篡,竹
奢,大
緥,衤
鱤,魚
卦,卜
矩,矢
陨,阝
啪,口
潮,氵
菱,艹
絺,糹
哿,口
睾,目
渃,氵
莆,艹
程,禾
薊,艹
簏,竹
劐,刂
醒,酉
咔,口
伙,亻
溘,氵
舛,夕
嬡,女
窠,穴
鸣,鸟
粤,米
圩,土
椭,木
侮,亻
挱,手
芰,艹
蒴,艹
家,宀
麸,麦
嶺,山
譁,口
乃,丿
赅,贝
揆,扌
蝉,虫
饍,月
屏,尸
翎,羽
燒,火
镕,钅
诖,讠
付,亻
扛,扌
跚,足
摟,扌
嫠,女
駢,马
峤,山
詫,讠
闪,门
棬,木
豯,豕
擴,扌
顷,页
役,彳
绸,纟
鉻,钅
兽,丷
鑿,凵
謀,讠
沅,氵
贄,贝
暉,日
蜈,虫
碍,石
餌,饣
錐,钅
倒,亻
锔,钅
氚,气
肝,月
骡,马
鲥,鱼
殫,歹
琪,王
涯,氵
踮,足
枳,木
騶,马
玻,王
鰺,魚
儼,亻
杈,木
獐,犭
韓,韦
哕,口
畔,田
滙,氵
惝,忄
靨,面
呪,口
湮,氵
英,艹
究,穴
黹,黹
叻,口
都,阝
百,白
笋,竹
喔,口
丙,一
澘,氵
茛,艹
憜,忄
蔟,艹
箠,木
尥,尢
鄧,阝
嘩,口
覬,见
亮,亠
莰,艹
薴,艹
縹,纟
醼,宀
詁,讠
佃,亻
棂,木
拆,扌
虉,艹
額,页
绎,纟
楗,木
論,讠
俘,亻
賚,贝
蛞,虫
飢,飠
照,灬
鋦,钅
譫,讠
铪,钅
饷,饣
幹,幹
偽,亻
燼,火
长,长
谀,讠
疑,疋
鐐,钅
園,囗
鈔,钅
缢,纟
甦,艹
沫,氵
猪,犭
纷,纟
汀,氵
橄,木
蛇,虫
鳋,鱼
忍,心
髏,骨
嗑,口
郓,阝
柝,木
虜,虍
緡,纟
鱠,月
形,彡
篥,竹
驤,马
啦,口
遨,辶
迭,辶
楮,木
杲,木
菵,艹
廷,廴
絶,纟
勿,勹
辂,车
昇,日
薆,艹
簋,竹
莊,广
馎,饣
咐,口
鞒,革
梘,木
舟,舟
阧,阝
漭,氵
躬,身
芴,艹
隼,隹
赁,贝
濂,氵
旆,方
屋,尸
镑,钅
偓,亻
跖,足
摛,扌
诚,讠
癧,疒
僨,亻
豫,豕
滬,氵
擰,扌
聳,耳
拴,扌
她,女
盼,目
鉿,钅
沁,氵
謄,言
悉,心
纍,糸
鼌,黽
锐,钅
侗,亻
氖,气
蚝,虫
鲡,鱼
妣,女
骥,马
垧,土
琦,王
涫,氵
爪,爪
殯,歹
蠮,虫
夸,大
逾,辶
蟇,虫
慈,心
罌,缶
哑,口
畐,辶
釓,钅
動,力
曝,日
蝜,虫
糡,米
鵠,鸟
幢,巾
童,立
呦,口
烩,火
剪,刀
桮,木
空,穴
灾,火
紋,纟
芊,艹
笏,竹
焓,火
榘,木
果,木
娥,女
霧,雨
倩,亻
熨,火
渭,氵
薰,艹
莴,艹
砹,石
傾,亻
豁,谷
滂,氵
嵋,山
拊,扌
孏,火
鑑,金
盒,皿
鉕,钅
敛,攵
损,扌
胞,月
黢,黑
寤,宀
赫,赤
鋪,钅
濬,氵
譯,讠
旰,日
援,扌
齷,齿
塹,土
秸,禾
澁,氵
掉,扌
興,八
瞑,目
阐,门
途,辶
挞,扌
索,糸
馥,香
咧,口
眦,目
鎩,钅
梯,木
皻,鼻
餺,饣
吼,口
錾,金
桄,木
蓇,艹
扈,户
巍,山
籌,竹
飏,风
灔,氵
毙,比
詘,讠
葜,艹
翡,羽
坦,土
珩,王
仫,亻
敲,攴
祺,礻
闽,门
僿,土
獾,犭
趂,走
搇,扌
縋,纟
膊,月
岌,山
鮎,鱼
嚐,小
閒,门
谗,讠
纠,纟
夥,夕
鐧,钅
犨,牛
責,贝
朱,木
蚰,虫
肴,月
骸,骨
钼,钅
草,艹
懊,忄
塏,土
痒,疒
汗,氵
觚,角
廠,厂
壤,土
韦,韦
曰,曰
艳,色
惴,忄
鱷,鱼
陻,土
啽,口
避,辶
梅,木
抉,扌
茈,艹
皑,白
吒,口
炕,火
鄔,阝
渖,氵
蒝,艹
戞,戈
宣,宀
颥,页
喧,口
瘦,疒
銩,钅
掳,扌
萲,艹
鸶,鸟
嬸,女
瞻,目
唼,口
鈾,钅
仁,亻
诃,讠
囑,口
睐,目
僕,亻
乖,丿
識,讠
绡,纟
齠,齿
噦,口
狩,犭
偪,辶
賭,贝
蛱,虫
胵,月
巷,巳
繶,糹
髹,髟
铽,钅
凿,凵
牾,牜
貂,豸
缋,纟
猓,犭
钒,钅
殘,歹
斜,斗
鬣,髟
利,刂
玨,王
昱,日
怵,忄
庶,广
稹,禾
墺,土
閼,门
劾,力
蹁,足
衅,血
艉,舟
惊,忄
奏,大
卓,十
瓒,王
違,辶
慟,忄
苞,艹
忠,心
鳢,鱼
畧,田
叨,口
轫,车
淬,氵
襯,衤
柰,木
篸,竹
命,口
痼,疒
酿,酉
退,辶
瞅,目
阄,门
綉,纟
鰈,鱼
弊,廾
舌,舌
蠐,虫
踔,足
焖,火
閙,门
眚,目
鮝,鱼
废,广
紞,糹
挢,扌
炫,火
漪,氵
刬,刂
键,钅
堰,土
粳,米
鬲,鬲
脶,月
贾,贝
铃,钅
癄,忄
巉,山
蛏,虫
桐,木
賓,宀
湔,氵
兖,亠
痙,疒
坚,土
篝,竹
查,木
淩,氵
豨,豕
佪,彳
囯,囗
畮,亠
駱,马
筲,竹
慶,广
藹,艹
诽,讠
仿,亻
傀,亻
球,王
鎂,钅
馆,饣
岈,山
龊,齿
昏,日
氓,氏
讒,讠
五,二
窜,穴
鸟,鸟
悠,心
沨,氵
銬,钅
單,十
礱,石
缵,纟
麴,麥
改,攵
蒸,艹
欽,钅
誼,讠
呃,口
珂,王
秆,禾
翊,羽
旎,方
毒,母
嫜,女
繟,糹
摣,扌
菢,艹
触,角
迪,辶
独,犭
维,纟
艷,色
蹿,足
炁,灬
鄀,阝
霄,雨
堆,土
粉,米
茌,艹
褐,衤
輔,车
瀖,氵
钙,钅
骝,马
簞,竹
股,月
戢,戈
販,贝
鐮,钅
綳,纟
掷,扌
耶,耳
榻,木
蘺,艹
闃,门
囅,丷
鯇,鱼
臋,月
捌,扌
仕,亻
潔,氵
镘,钅
竝,干
属,尸
惡,心
腠,月
蝤,虫
凫,几
鋭,钅
埯,土
飱,飠
巳,巳
恶,心
智,日
汾,氵
冀,八
垄,土
领,页
蒎,艹
誒,讠
侔,亻
疘,月
餛,饣
箜,竹
蔣,艹
涨,氵
爭,刀
鎬,钅
媲,女
縵,纟
樽,木
讼,讠
遁,辶
啃,口
狂,犭
际,阝
鱉,鱼
绊,纟
擎,手
蹕,足
獗,犭
郖,阝
祛,礻
罟,罒
鳞,鱼
散,攵
歧,止
称,禾
幵,干
荷,艹
旸,日
襻,衤
轿,车
玁,犭
鈀,钅
儂,亻
而,而
訐,讠
涕,氵
谔,讠
猖,犭
媛,女
甚,甘
馝,香
辩,辛
洪,氵
倬,亻
纳,纟
餲,飠
尴,尢
茶,艹
檻,木
蔺,艹
沿,氵
輾,车
叁,厶
牀,广
嗅,口
忉,忄
苋,艹
橐,木
汔,氵
卖,十
陘,阝
握,扌
日,日
葤,艹
廳,厂
捶,扌
蟹,虫
瘃,疒
咄,口
戋,戈
搏,扌
逗,辶
碜,石
鰟,魚
抠,扌
撤,扌
蠧,虫
邬,阝
垮,土
笱,竹
骰,骨
妲,女
鲴,鱼
朹,木
椽,木
袼,衤
鍁,钅
镅,钅
篆,竹
緊,糸
乓,丿
赕,贝
鏖,金
闚,穴
籟,竹
桧,木
详,讠
仨,亻
跪,足
六,八
烬,火
孱,子
鹳,鸟
糴,米
職,耳
書,乛
棼,木
犁,牛
锄,钅
娆,女
尊,寸
悍,忄
檑,木
謐,讠
冗,冖
隙,阝
宛,宀
琚,王
额,页
芡,艹
玫,王
氪,气
疯,疒
阮,阝
嬰,女
崴,山
憷,忄
舶,舟
殻,士
涿,氵
勁,力
韃,革
哅,讠
廉,广
慌,忄
藏,艹
迓,辶
浔,氵
剖,刂
幞,巾
荠,艹
擥,扌
蕤,艹
滩,氵
轨,车
叫,口
郭,阝
癮,疒
扶,扌
蛹,虫
摺,扌
湾,氵
邂,辶
善,口
骆,马
很,彳
攏,扌
漓,氵
袒,衤
瞘,目
堝,土
鴟,鸟
掠,扌
蜣,虫
斤,斤
醬,酉
稱,禾
鶴,鸟
栽,木
烂,火
奇,大
鹉,鸟
糊,米
聍,耳
体,亻
棒,木
豕,豕
煗,日
筛,竹
姜,女
點,灬
諦,讠
俨,亻
質,贝
镯,钅
篰,竹
練,纟
腷,月
槼,见
玅,女
鈄,钅
崆,山
須,页
涑,氵
谐,讠
甖,缶
岛,山
礞,石
朢,月
产,亠
覩,目
嘬,口
犯,犭
碳,石
娴,女
治,氵
茺,艹
褾,衤
嗁,口
郃,阝
姉,女
蓋,皿
晌,日
苏,艹
汐,氵
啖,口
燙,火
遘,辶
博,十
鹜,鸟
艤,舟
槩,木
表,衣
韭,韭
煮,灬
壳,士
署,罒
鯵,魚
捺,扌
追,辶
咀,口
搋,扌
鮊,鱼
戏,戈
栓,木
阗,门
弝,弓
纜,纟
护,扌
梨,木
眭,目
紱,纟
鲰,鱼
骴,骨
漽,氵
镁,钅
偃,亻
饉,饣
赑,贝
濒,氵
闖,门
恣,心
湧,氵
鑫,金
坭,土
顳,页
孵,子
佽,亻
詿,讠
璁,王
销,钅
将,寸
碉,石
餈,米
贐,贝
謔,讠
琖,皿
邙,阝
麝,鹿
蒡,艹
芥,艹
侧,亻
氦,气
疫,疒
横,木
圬,土
环,王
逮,辶
禳,礻
鸲,鸟
嬴,女
枷,木
似,亻
殿,殳
蠾,虫
品,口
畀,田
釃,酉
勅,攵
獄,犭
祈,礻
藋,艹
杌,木
菏,艹
浐,氵
呖,口
烙,火
绝,纟
齜,齿
塞,土
擡,扌
拥,扌
荤,艹
嗫,口
可,口
摶,扌
喀,口
隂,阝
厄,厂
缇,纟
鲆,鱼
妈,女
骊,马
肎,月
躒,足
候,亻
熘,火
鴛,鸟
帝,巾
鬟,髟
脣,口
榨,木
瘭,疒
元,儿
盂,皿
鉅,釒
竊,穴
評,讠
铖,钅
絛,纟
飞,飞
慣,忄
賦,贝
镫,钅
矬,矢
山,山
婵,女
懸,心
濼,氵
阀,门
逄,辶
萌,艹
踐,足
榕,木
蠔,虫
焚,火
墟,土
笞,竹
漦,水
让,讠
听,口
炯,火
錮,钅
窳,穴
場,土
撷,扌
溻,氵
謾,讠
癀,疒
鋃,钅
灄,氵
鳇,鱼
蛋,虫
俑,亻
桔,木
珙,王
党,儿
緝,纟
聤,耳
囫,囗
闭,门
絲,一
菹,艹
任,亻
跽,足
嚀,口
閂,门
簇,竹
龆,齿
馊,饣
怏,忄
莎,艹
樓,木
鐗,钅
匙,匕
鸛,鸟
粜,米
頟,页
舣,舟
悤,勹
谧,讠
檨,木
甭,用
钬,钅
缱,纟
挹,扌
芸,艹
洽,氵
貼,贝
靁,雨
剃,刂
痂,疒
魉,鬼
揎,扌
淒,冫
瑗,王
勘,力
扣,扌
迦,辶
啭,口
遯,辶
影,彡
绰,纟
驳,马
磴,石
葷,艹
蹻,足
泼,氵
衿,衤
皁,白
需,雨
炅,火
鄄,阝
帆,巾
鬈,髟
蔌,艹
瘖,疒
瀚,氵
稞,禾
肥,月
渦,氵
株,木
唬,口
鈮,钅
鰲,鱼
头,大
斷,斤
榿,木
訾,言
囁,口
着,目
鏃,钅
僅,亻
嫉,女
蟋,虫
敌,攵
臏,月
仑,人
诓,讠
楔,木
狙,犭
鍘,钅
做,亻
糝,米
鵜,鸟
婞,女
曡,又
蝠,虫
惥,心
腤,月
书,乛
铭,钅
凯,几
牮,牛
黱,黑
寳,宀
晶,日
苹,艹
恺,忄
賽,贝
猃,犭
冄,冂
紇,纟
守,宀
朋,月
颊,页
意,心
芎,艹
欓,木
貒,豸
锗,钅
则,刂
尝,小
綜,纟
憤,忄
货,贝
琭,王
閬,门
縱,纟
砵,石
馴,马
戹,厂
莸,艹
氽,水
趼,足
千,十
嵇,山
细,纟
磊,石
葍,艹
拎,扌
蹑,足
雖,虫
变,又
郚,阝
祟,示
捣,扌
酯,酉
翰,羽
塵,小
蕷,艹
揸,扌
轻,车
淼,水
西,西
禁,示
羅,罒
儆,亻
圊,囗
殍,歹
訌,讠
憑,几
耐,而
枕,木
缚,纟
覡,见
欢,欠
愦,忄
薩,艹
未,木
娬,女
纯,纟
録,王
嘴,口
褶,衤
悻,忄
础,石
鳃,鱼
必,心
鋇,钅
嗉,口
恐,心
蓓,艹
晔,日
奖,大
緙,纟
鱘,鱼
珝,王
啞,口
蹤,足
早,日
士,士
絮,糸
哳,口
獲,艹
韵,音
跹,足
潺,氵
菽,艹
墀,土
庄,广
醆,皿
栋,木
搓,扌
莒,艹
崙,人
粘,米
逛,辶
匝,匚
队,阝
谣,讠
伥,亻
嶮,阝
焱,火
邰,阝
厲,厂
眵,目
隴,阝
洹,氵
貸,贝
挽,扌
則,刂
镉,钅
乏,丿
腑,月
插,扌
蝕,虫
穗,禾
癟,疒
闞,门
询,讠
令,人
执,扌
顫,页
蟪,虫
共,八
直,目
泸,氵
拼,扌
虿,虫
碁,石
倆,亻
璉,王
锈,钅
謌,欠
脐,月
宗,宀
砖,石
军,冖
縚,纟
躥,足
怦,忄
昪,日
羯,羊
疳,疒
殷,殳
蠶,虫
踺,足
壁,土
祀,礻
罄,缶
鏇,方
哉,口
畈,田
觋,见
歌,欠
藓,艹
糙,米
狝,犭
襠,衤
滥,氵
轤,车
蕨,艹
髭,髟
籮,竹
郱,阝
嗳,口
牲,牜
桶,木
苽,艹
紃,糹
骂,马
径,彳
喈,口
椋,木
隊,阝
漏,氵
芒,艹
初,刀
榠,木
责,贝
严,一
澤,氵
茧,艹
稭,禾
劲,力
